id,source_text,dialect,context_tag,status,created_at,sentiment_score,weight,standard_term,part_of_speech
6195e63d-f23b-4435-89f6-7fdcd7a328c6,nay,General Tagalog,Family,validated,2026-07-24 12:55:37.151387+00,12,1,nanay,Noun
6217b783-f0a1-46f2-aa77-163ae06eb090,kasintahan,General Cebuano,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,uyab,Adjective
62206fa4-3eb2-4cef-8d3c-14adc323a546,foodtrip,General Tagalog,Food,validated,2026-07-24 12:55:37.151387+00,7,1.5,pagkain ng marami,Phrase
622427f1-c4d0-4458-9e73-f359d235399f,bb,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,baby,Adjective
6242ced8-c458-4c8f-9a68-d8066567269d,unsa,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,ano,Noun
6255ccd9-3fec-42ca-9747-0e40a0a5b0bc,umiyak ga,Batangeño,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.5,umiyak,Phrase
6259d8fd-8abe-4301-ab17-f0cc99bf439b,chos,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,biro lang,Phrase
62788e20-0ea0-476c-9a5a-da5ead8689b1,dalan,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,daan,Noun
62934784-a6ab-4bd1-b8a8-4fef814da481,de jk,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,biro lang,Phrase
629bf0be-c6cc-43cf-bccd-e50b9629b608,chz,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,biro lang,Phrase
63104173-c2fd-45e7-b6a5-a30e281e43f2,soft launch,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,mahinang pagpapakilala,Phrase
63a74a8e-b1e7-40ec-9c9b-a3ac170881ee,aba hiyain,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,mahiyain,Phrase
63b3c28b-c41c-437c-92c9-fe135c0b5f63,init,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,mainit,Verb
63b852e5-b9d0-4dd8-841e-91daca59f4af,siz,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kaibigan,Noun
63d5b500-60f2-45b2-b6a5-4a93d959b20a,utanon,Boholano,Food,validated,2026-07-24 12:55:37.151387+00,7,1,gulay,Noun
64899775-30f8-4568-8b48-830a218bc585,nakakainis,General Cebuano,Angry,validated,2026-08-06 09:08:28.867391+00,4,1.2,atay,Adjective
64df3c2e-0376-4946-a72b-70adfd616138,emz,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,biro lang,Phrase
650476bb-f189-4220-914e-4878f3f1903a,maalamon,Boholano,School,validated,2026-07-24 12:55:37.151387+00,8,1.2,matalino,Adjective
650566c1-1944-400c-831c-606f49784dad,panganay,General Tagalog,Family,validated,2026-07-24 12:55:37.151387+00,12,1,pinakamatanda,Noun
65428eaf-7de0-4277-8387-e0c020423d5b,simp,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,sobrang nagpapahalaga,Phrase
65b0c8d4-9d44-44a9-99a8-610bf8d06df3,pamilya namin ga,Batangeño,Family,validated,2026-07-24 12:55:37.151387+00,12,1.5,pamilya,Phrase
666f1d12-ec04-42ee-a645-bc938d4e39b3,pabida,General Tagalog,Angry,validated,2026-08-06 09:08:28.867391+00,4,1,nagpapapansin,Verb
6697fc0b-1179-4982-af2e-b663b3b44333,cap,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kasinungalingan,Noun
66c848d2-af8b-4bf7-a318-0f1ceaf8df81,oomf,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,isang kaibigan ko,Phrase
6709b3f9-09e2-4bbe-90b8-b25852662a25,gutom,General Tagalog,Food,validated,2026-07-24 12:55:37.151387+00,7,1,nagugutom,Verb
68a07cd7-ae4a-444f-9886-3c4d9b18301e,tc,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,mag-ingat,Phrase
68d55f5a-edc5-482a-8aa1-940a5a628ea5,istg,General Tagalog,Internet Slang,validated,2026-08-06 09:08:28.867391+00,2,1,pangako,Noun
690069c8-a31e-47e2-8d42-b04453a48680,stan,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,tagasuporta,Phrase
6939a1c3-a42f-48a9-b541-fea306f42283,fyp,General Tagalog,Social Media,validated,2026-07-24 12:55:37.151387+00,11,1.5,para sa iyo na pahina,Phrase
69be6209-d3c0-46e0-b08d-c9ac13219081,fyi,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,para sa kaalaman mo,Phrase
69eae8a9-1eb0-4b7e-a0bb-49a00141c216,aba tapang,Batangeño,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.5,matapang,Phrase
69f0601f-986b-4442-8acc-28d905fbb76b,maayo,Boholano,Happy,validated,2026-07-24 12:55:37.151387+00,3,1,magaling,Verb
6a607bca-d6a4-4f32-9bfb-c1f737cfa172,kadiri,General Cebuano,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,chuy,Noun
6aa916df-1487-4710-b60f-bdb7a7251f41,yw,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1.5,walang anuman,Phrase
6aaa6615-fb65-4750-a3a7-b407fdefb51e,nagtatrabaho ga,Batangeño,Work,validated,2026-07-24 12:55:37.151387+00,9,1.5,nagtatrabaho,Phrase
6b873c36-4c5e-4797-ac55-6d13661195a4,aray ko po,English,Colloquial,validated,2026-07-09 17:15:45.800505+00,0,1.5,Ouch!,Phrase
6b8e4c5c-761a-431a-b09b-9fc1ff998e5c,nakakainis,General Cebuano,Angry,validated,2026-08-06 09:08:28.867391+00,4,1.2,ahak,Adjective
6bb14473-46bf-4f4b-ab5a-d0afd4c32dab,kupal,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.5,walang hiya,Phrase
6bb65529-6e4e-4ec9-a1b8-1130a60739c4,pogi points,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.5,magandang puntos,Phrase
6c51607c-8fdd-4e8c-932f-1fbd3d82f2d5,ingat,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1,mag-ingat,Verb
6c546233-e6d4-43f7-9449-32ef4f50cbe3,story,General Tagalog,Social Media,validated,2026-07-24 12:55:37.151387+00,11,1,kwento,Noun
6c6ff0bb-728d-4469-8a3c-87c12d7662d6,goods,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,mabuti,Adjective
6c8a7be2-3305-413d-be23-e84ab34bab02,maulawon,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,mahiyain,Adjective
6d1a4bd3-9442-4bb9-bd2f-612b01ef11bb,aba bait,Batangeño,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.5,mabait,Phrase
6d97b542-caba-412c-994c-21012089c581,nmn,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,naman,Noun
6e2acc7f-6367-4e69-a67f-60098d183ed9,buotan,Boholano,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,mabait,Adjective
6e3f5e4b-7792-47d2-83e6-9ecb4f63b333,kaibigan,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,bay,Noun
6e757a9b-948b-4450-99a6-723c96a23192,org,General Tagalog,School,validated,2026-07-24 12:55:37.151387+00,8,1,organisasyon,Noun
6e947913-e606-48a8-bfbb-5e5c64dc60a3,asar,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.2,nakakainis,Adjective
6eaf0250-f82e-442c-945f-12e902188bda,ulam,General Cebuano,Food,validated,2026-07-24 12:55:37.151387+00,7,1,sud-an,Noun
6eb68c18-5f33-4301-96e3-63be255e58af,accountability,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,pananagutan,Noun
6f002a32-c8a1-4d0e-b462-8da9c43e2032,aba tanda,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,matanda,Phrase
6f44c97c-848b-4c5f-beaf-3ed8da53d002,sarap,General Tagalog,Flirty,validated,2026-07-17 16:17:28.455329+00,1,1.2,kaakit-akit,Adjective
70035843-3555-4df1-968f-6f6b3dc8b05f,tnx,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1,salamat,Noun
703edb09-bb0c-4885-a15a-30512a795799,iinom,General Cebuano,Food,validated,2026-07-24 12:55:37.151387+00,7,1,moinom,Noun
70a14e4f-82da-49b8-b7c4-fee7f013f958,peste,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.5,makulit na tao,Phrase
710b8e0d-82a5-4f82-954f-83cbbfe62d37,g,General Tagalog,Internet Slang,validated,2026-07-17 16:17:29.53544+00,2,1,sige,Noun
7155842e-d6e8-4fb5-826c-14bb3dee9ac5,taas,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,matangkad,Adjective
7199fbef-1ec2-4537-8c04-fa1a9358c15f,rn,General Tagalog,Internet Slang,validated,2026-08-06 09:08:28.867391+00,2,1,ngayon,Noun
7227221c-827a-4d58-a84f-ab3c35399118,content,General Tagalog,Social Media,validated,2026-07-24 12:55:37.151387+00,11,1,nilalaman,Noun
7232cf92-2f51-4106-8b5d-e97e1d4982e5,oks,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,mabuti,Adjective
725a5022-ad2f-4999-a7ee-9c8b33cf725b,keme,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,kung ano-ano,Phrase
73b07b46-10aa-413b-972b-7e63c440b6de,aba taba,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,mataba,Phrase
73cdbef4-b3bc-472d-a8c7-12b2a0d86352,tbh,General Tagalog,Internet Slang,validated,2026-08-06 09:08:28.867391+00,2,1.5,sa totoo lang,Phrase
73f0e007-77a0-4fce-a4db-c89a6c70df5c,ang sakit,General Tagalog,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.5,masakit,Phrase
740e6f98-940e-48d3-a481-48ad2b493856,taena,General Tagalog,"Angry, Profanity",validated,2026-07-24 12:55:37.151387+00,15,1.2,nakakainis,Adjective
742ccb8b-ad8c-41f8-ac05-59c53a0ca68d,Ka-init,General Cebuano,Environment,validated,2026-07-06 06:21:53.701666+00,0,1.5,Very hot,Phrase
746e363f-b32b-49c5-a8c9-e6522a7ca295,ate ga,Batangeño,Family,validated,2026-07-24 12:55:37.151387+00,12,1.5,ate,Phrase
74945c25-29f8-406c-baa7-6b3e65276c76,maganda,General Cebuano,Happy,validated,2026-07-24 12:55:37.151387+00,3,1,nindot,Verb
75021fe7-092f-46d8-bbd1-ee6ca9a5dd5d,sa tamang panahon,General Cebuano,Happy,validated,2026-08-06 09:10:03.172001+00,3,1.5,puhon,Phrase
75284758-0501-420d-90c8-05f3ffd38905,hirap,General Tagalog,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,mahirap,Adjective
7559aded-0545-4d33-bf4a-9889fa4acba3,sud-an,Boholano,Food,validated,2026-07-24 12:55:37.151387+00,7,1,ulam,Noun
757c3236-937e-4f02-aa00-8958ed0a5277,salamat,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1,salamat,Noun
758719c1-01d2-48e4-9e64-841f2dd6effe,lodi,General Tagalog,Internet Slang,validated,2026-07-17 16:17:26.502111+00,2,1,idol,Noun
759d1885-f301-4e41-815f-7f1e0a858a81,balat sibuyas,General Tagalog,Angry,validated,2026-08-06 09:10:03.172001+00,4,1.5,sensitibo,Phrase
75ad8ad3-1760-4f8f-9d84-88895e20f4a4,nasan,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,nasaan,Noun
75ef8664-35db-4fb7-b082-ea0d6cd834c4,dpt,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,dapat,Noun
7625419f-041e-4a9f-84c2-066b30dae6bc,camp,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1.2,nakatago,Adjective
76d61b45-fe9d-4dab-8225-26a0be3d903c,sksksk,General Tagalog,Internet Slang,validated,2026-08-06 09:10:03.172001+00,2,1.2,nakakatawa,Adjective
76f5fd1d-e3e8-4a0c-9beb-bf2c1fe345eb,negosyo,General Tagalog,Work,validated,2026-07-24 12:55:37.151387+00,9,1,negosyo,Noun
774c7079-92ee-4cc1-b5b2-c990de7a51ac,buntag,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,umaga,Verb
77709864-93e4-4c71-9c09-f9b93e5fb87c,ate that,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,ginaling,Phrase
77fa969d-d2b7-4337-b967-abbf5c6c3bc9,san ka,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,saan ka,Phrase
78238a42-ec52-44f5-a756-0c68a340a3e2,ilaw ng tahanan,General Tagalog,Family,validated,2026-08-06 09:08:28.867391+00,12,1.5,nanay,Phrase
7846f273-cf9c-41d8-8eab-116ce670bccd,talking stage,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,nagkakakilala pa lang,Phrase
785339b3-4264-42cf-b93d-95923fc1df8c,aba tanga,Batangeño,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.5,tanga,Phrase
786e6ded-6117-4fab-8264-ea32cdf968eb,kotse ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,kotse,Phrase
79325b4f-0e6e-47b4-a82e-4778738a2127,oppa,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kuya,Noun
79389155-3b0e-4928-9f00-7a94fd6c6afe,aba oo,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,oo,Phrase
79744516-ba3a-41ac-a965-5a14ef1189d3,tito,General Tagalog,Family,validated,2026-07-24 12:55:37.151387+00,12,1,tito,Noun
79c7dd6c-e482-492b-a3bd-a64c7ae387bc,witty,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,matalino,Adjective
79ea557c-f7ee-48b0-a095-9016293e4a99,kaibigan,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,day,Noun
7a63072b-9ede-45ca-bc92-a89a1c8f0f77,dini ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,dito,Phrase
7a67be44-6f59-4479-b294-f387afa43da2,very cutesy,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,nakakatuwa,Phrase
7a798bb5-3c6a-46c2-a96d-478875a3f479,bread crumbing,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,nagbibigay ng konting atensyon,Phrase
7a7eb78c-d172-40c5-8aa8-e6e417921da4,pasado,General Tagalog,School,validated,2026-07-24 12:55:37.151387+00,8,1,pumasa,Noun
7aa1664d-399c-4854-8779-827d3cfd1df2,kebs,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,wala akong pakialam,Phrase
7aa990ca-1011-4941-b676-990b7123eee6,magsulat ga,Batangeño,School,validated,2026-07-24 12:55:37.151387+00,8,1.5,magsulat,Phrase
7b002fa6-469b-44dc-bd16-af2f6f9c8744,pala ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,pala,Phrase
7b34b38c-77d5-4b3d-8c56-0abe81c13e85,goated,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,pinakamahusay,Adjective
7b3712b8-e16b-4cd8-830b-5665c61800aa,nvm,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,kalimutan mo na,Phrase
7bb461a8-4146-475f-9c41-f1860779ec1b,aba liit,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,maliit,Phrase
7bda80fb-83ed-4588-aa6c-c4be1a2e3e10,ospital,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,ospital,Noun
7bf08510-0771-459e-b30b-4db625223987,acads,General Tagalog,School,validated,2026-07-24 12:55:37.151387+00,8,1,pag-aaral,Noun
7c1c8d68-fdcd-41ff-b557-0179df506ab9,duol,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,malapit,Adjective
7caab504-0e18-4071-ac76-9d9f3625879a,moingon,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,magsabi,Verb
7d07db98-b8f8-46d5-a043-490db644fbab,eskwelahan,Boholano,School,validated,2026-07-24 12:55:37.151387+00,8,1,eskwela,Noun
7d0b55fb-52c3-4914-b9e4-07ee17bc3346,demure,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,mahinhin,Adjective
7d2539b6-45a5-47c6-8af4-abe559cf2cfe,weh,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,hindi ako naniniwala,Phrase
7d3f847c-e27b-484b-bcba-4f6add5c7992,nakauwi na ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,umuwi,Phrase
7d5c332f-ce9b-4753-93d5-5353eb9a80b9,uyab,Boholano,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,kasintahan,Adjective
7d8138ab-5a19-4e62-9a4c-b0a5be4433d6,nong,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,kuya,Noun
7e370712-a7dd-44a5-a98e-99d7baa00351,ttyl,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,mag-usap tayo mamaya,Phrase
7e5ef6e7-a512-403a-a910-3bece61d064e,ang lamig,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ang lamig,Phrase
7e78a6fb-da06-4187-884c-a58af8a8995c,recit,General Tagalog,School,validated,2026-07-24 12:55:37.151387+00,8,1,recitation,Noun
7e88ea85-5277-4079-a0bb-c1189bdecf1a,era,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,panahon,Noun
7efc61f0-2160-4647-8cce-8244b3c93934,aba totoo,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,totoo,Phrase
7f735628-d2a8-4bea-9431-52271fb45d46,Hagas,Batangeño,Emotional,validated,2026-07-06 06:21:53.701666+00,0,1,Tired/Stressed,Noun
7f822529-706c-401a-8d55-44c22752bc62,main character,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,bida,Phrase
7fce8893-efd4-4296-943b-91025d1467e0,chaotic,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,magulo,Verb
7ff0a00c-a718-4c8b-9d12-e20f2fd0f595,punyeta,General Tagalog,"Angry, Profanity",validated,2026-07-24 12:55:37.151387+00,15,1.2,nakakainis,Adjective
801e36d1-0f6b-45de-b738-4e1805f1ea38,logro,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1,tubo,Noun
80a5fe18-04f1-4b77-91ef-d99e4fdc47b3,mars,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kaibigan,Noun
81039df1-c33c-4298-bdec-1806f2050bdd,talaga ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,talaga,Phrase
81d16411-3b61-4813-9912-bf1565b89750,magbasa ga,Batangeño,School,validated,2026-07-24 12:55:37.151387+00,8,1.5,magbasa,Phrase
81f9b699-002d-454b-a3dd-1e927d64ed5f,amping,Boholano,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1,mag-ingat,Verb
8280c369-abce-4cd1-a91a-b5405cf13a94,mare,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,kaibigan,Noun
82baae2b-8dfc-40b5-a00c-c0cf8893dac9,np,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1.5,walang problema,Phrase
8374c669-b06f-4ba6-8441-ac71f0d756f1,tpos,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,tapos,Noun
83d7b27d-490b-451f-ab0f-7c6fa1916d41,aba pogi,Batangeño,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,pogi,Phrase
842bfcc8-e778-4e19-b4f6-13c27d36110f,nag-inom,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,uminom,Verb
8432b30b-40fc-47de-bb63-28f4164d250f,kugihan,Boholano,Work,validated,2026-07-24 12:55:37.151387+00,9,1.2,masipag,Adjective
8439a90c-a8d9-4216-b1a1-22c5e9e27f88,ayos,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,mabuti,Adjective
84932738-e9b1-485f-8b6f-567beb6853f2,babae ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,babae,Phrase
84eb46e3-1577-49c2-ba7d-a638d3e0927d,bet,General Tagalog,"Flirty, Internet Slang",validated,2026-07-17 16:17:25.948984+00,1,1.5,gusto,Adjective
8520c483-c4f1-4e48-b425-30f31211de85,amahan,Boholano,Family,validated,2026-07-24 12:55:37.151387+00,12,1,tatay,Noun
859ce633-f6f1-46fd-bd5a-d2e499534d12,Pahuway sa,General Cebuano,Casual,validated,2026-07-06 06:21:53.701666+00,0,1.5,Take a break,Phrase
85dcafd1-1f59-4c60-b471-a7496bbed404,ibon ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ibon,Phrase
85fce842-f68a-4f23-99ac-1b747f60b5d9,hoy,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,uy,Noun
8617dd31-d957-40df-8c99-2f9c27e2eda4,tara kaibigan,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,tara bai,Phrase
86548b77-72cb-474a-aadc-c3ef4f5eb729,lungkot,General Cebuano,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,subo,Adjective
867212b3-dd34-47b8-a3b4-192b00ba4659,Agay nako!,General Cebuano,"Colloquial, Regional",validated,2026-07-09 17:15:46.095559+00,0,1.5,aray ko po,Phrase
8685f220-b71e-4701-b059-d8ae46318d91,mabuti,General Cebuano,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,maayo,Adjective
87897635-7d38-4318-8702-1c0d326b542d,taya,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1,pustahan,Noun
879ee967-f3fa-4971-b151-3eea159b54b2,rofl,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,nakakatawa,Adjective
87aec20b-7b23-4fd9-a798-9f4d7ccbdfa5,dyowa,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,kasintahan,Adjective
87ebbe4c-2c3e-42ae-86ea-53a9ab1f7025,magsabi ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,magsabi,Phrase
8939cf4d-78f3-4813-961f-da0f4e3a38be,tea,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,tsismis,Noun
894ea4b1-67af-42bc-aba1-d38f3c630c3c,pogi,General Cebuano,Flirty,validated,2026-08-06 09:10:03.172001+00,1,1.2,choy,Adjective
89c9bd8b-9e2d-4776-b45d-66a6840be182,nagtakbo,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,tumakbo,Verb
8a9d3466-edd5-4ea1-978a-298d4c4210c1,accla,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kaibigan,Noun
8b44180a-6884-493a-8e8e-439e30d19b91,goat,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,pinakamahusay,Adjective
8bb83618-7706-46aa-b0af-399537e07d13,lintik,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.2,nakakainis,Adjective
8c0de876-9c4c-4bd4-9744-1c5c35405256,bastos,General Cebuano,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.2,hilas,Adjective
8c6c602d-8705-45ae-8f01-e625374f7771,busog,General Tagalog,Food,validated,2026-07-24 12:55:37.151387+00,7,1,nabusog,Noun
8c790432-ad09-41b1-aac0-2184737f803f,walang takot,General Cebuano,Happy,validated,2026-08-06 09:10:03.172001+00,3,1.5,way kurat,Phrase
8cacb9b6-be22-4824-8c7a-fce7b16dcc40,huhu,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,malungkot,Adjective
8cda91de-f271-4467-893a-4eb495b70602,Ambot lang,General Cebuano,Casual,validated,2026-07-06 06:21:53.701666+00,0,1.5,I don't know,Phrase
8ce91c78-4516-46e1-9202-7bea754f27f1,sayang,General Tagalog,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,nakakalungkot,Adjective
8d9c52ab-3c25-45a3-80dd-e5e9c0f4959e,beshie,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kaibigan,Noun
8da5c1f5-faac-46cd-909a-673f7eb634c4,engot,General Tagalog,"Angry, Profanity",validated,2026-07-24 12:55:37.151387+00,4,1.2,tanga,Adjective
8dfd9fde-c88b-429a-9f18-96c5b8e284d7,ang pogi,General Cebuano,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,ka gwapo,Phrase
8e4c30d9-e01d-4cf5-91d1-3cfa3109e51b,ika ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ikaw,Phrase
8ecc77c9-5d27-4f2f-a1a5-42703616b8db,Kan-on,General Cebuano,Household,validated,2026-07-06 06:21:53.701666+00,0,1.5,Cooked rice,Phrase
8fd5b4a2-e3e8-4e6d-9681-589870dc9606,baka,General Tagalog,Regional,validated,2026-08-06 09:08:28.867391+00,5,1.5,siguro,Adverb
9019d331-b567-4ff3-be97-206d14e8f6ac,gikapoy,Boholano,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,pagod,Adjective
909af4a7-ba29-4bca-b23a-3bcb8d16052b,Like,General Tagalog,Flirty,validated,2026-07-17 16:27:32.250133+00,1,3,Gusto,Adjective
90dbac7a-6e6a-465a-9898-fc098a7dfdda,maglimpyo,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,maglinis,Verb
91241d77-c638-4c8c-84bd-2f29873ebd98,sawa,General Tagalog,Regional,validated,2026-08-06 09:08:28.867391+00,5,1.5,ahas,Noun
9151f7c8-f1b9-4712-854a-5e067282974a,matulog na,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,matulog,Phrase
915add14-958d-41d8-b91e-2ad6e0a0a9a6,nag-aaral ga,Batangeño,School,validated,2026-07-24 12:55:37.151387+00,8,1.5,nag-aaral,Phrase
91dc6aeb-693e-41d1-a191-754bc4649178,pre,General Tagalog,Family,validated,2026-07-24 12:55:37.151387+00,12,1,kaibigan,Noun
91ee356c-4fd2-4506-adf6-6a43d785d1f6,gahapon,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,kahapon,Noun
922607c9-1462-422d-885b-61f6dacee03a,daan ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,daan,Phrase
92caffd1-ea55-4e81-93bf-477c08aada96,tropa,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,kaibigan,Adjective
9315064d-131b-4b0d-8380-3ae609681be9,aba sipag,Batangeño,Work,validated,2026-07-24 12:55:37.151387+00,9,1.5,masipag,Phrase
